REF_DATE,GEO,DGUID,Sex,Age group,Activity,Frequency,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1990,Austria,,Males,11 years,Eating french fries,Never,Percent,239,units ,0,v660120,1.1.1.5.5,6,,,,0
1990,Austria,,Males,11 years,"Eating hamburgers, hot dogs or sausages",More than once a day,Percent,239,units ,0,v660806,1.1.1.6.1,5,,,,0
1990,Austria,,Males,11 years,"Eating hamburgers, hot dogs or sausages",Once a day,Percent,239,units ,0,v660807,1.1.1.6.2,3,,,,0
1990,Austria,,Males,11 years,"Eating hamburgers, hot dogs or sausages",At least once a week,Percent,239,units ,0,v660808,1.1.1.6.3,17,,,,0
1990,Austria,,Males,11 years,"Eating hamburgers, hot dogs or sausages",Seldom,Percent,239,units ,0,v660809,1.1.1.6.4,56,,,,0
1990,Austria,,Males,11 years,"Eating hamburgers, hot dogs or sausages",Never,Percent,239,units ,0,v660810,1.1.1.6.5,19,,,,0
1990,Austria,,Males,11 years,Eating peanuts,More than once a day,Percent,239,units ,0,v662876,1.1.1.7.1,4,,,t,0
1990,Austria,,Males,11 years,Eating peanuts,Once a day,Percent,239,units ,0,v662877,1.1.1.7.2,8,,,t,0
1990,Austria,,Males,11 years,Eating peanuts,At least once a week,Percent,239,units ,0,v662878,1.1.1.7.3,12,,,t,0
1990,Austria,,Males,11 years,Eating peanuts,Seldom,Percent,239,units ,0,v662879,1.1.1.7.4,62,,,t,0
1990,Austria,,Males,11 years,Eating peanuts,Never,Percent,239,units ,0,v662880,1.1.1.7.5,14,,,t,0
1990,Austria,,Males,11 years,Eating whole wheat or rye bread,More than once a day,Percent,239,units ,0,v676574,1.1.1.8.1,14,,,,0
1990,Austria,,Males,11 years,Eating whole wheat or rye bread,Once a day,Percent,239,units ,0,v676575,1.1.1.8.2,23,,,,0
1990,Austria,,Males,11 years,Eating whole wheat or rye bread,At least once a week,Percent,239,units ,0,v676576,1.1.1.8.3,19,,,,0
1990,Austria,,Males,11 years,Eating whole wheat or rye bread,Seldom,Percent,239,units ,0,v676577,1.1.1.8.4,25,,,,0
1990,Austria,,Males,11 years,Eating whole wheat or rye bread,Never,Percent,239,units ,0,v676578,1.1.1.8.5,19,,,,0
1990,Austria,,Males,11 years,"Drinking soft drinks, cola or other drinks with sugar",More than once a day,Percent,239,units ,0,v661496,1.1.1.9.1,12,,,,0
1990,Austria,,Males,11 years,"Drinking soft drinks, cola or other drinks with sugar",Once a day,Percent,239,units ,0,v661497,1.1.1.9.2,15,,,,0
1990,Austria,,Males,11 years,"Drinking soft drinks, cola or other drinks with sugar",At least once a week,Percent,239,units ,0,v661498,1.1.1.9.3,30,,,,0
1990,Austria,,Males,11 years,"Drinking soft drinks, cola or other drinks with sugar",Seldom,Percent,239,units ,0,v661499,1.1.1.9.4,40,,,,0
1990,Austria,,Males,11 years,"Drinking soft drinks, cola or other drinks with sugar",Never,Percent,239,units ,0,v661500,1.1.1.9.5,3,,,,0
1990,Austria,,Males,11 years,Drinking coffee,More than once a day,Percent,239,units ,0,v662186,1.1.1.10.1,3,,,,0
1990,Austria,,Males,11 years,Drinking coffee,Once a day,Percent,239,units ,0,v662187,1.1.1.10.2,16,,,,0
1990,Austria,,Males,11 years,Drinking coffee,At least once a week,Percent,239,units ,0,v662188,1.1.1.10.3,9,,,,0
1990,Austria,,Males,11 years,Drinking coffee,Seldom,Percent,239,units ,0,v662189,1.1.1.10.4,25,,,,0
1990,Austria,,Males,11 years,Drinking coffee,Never,Percent,239,units ,0,v662190,1.1.1.10.5,47,,,,0
1990,Austria,,Males,13 years,Eating fruit,More than once a day,Percent,239,units ,0,v656596,1.1.2.1.1,34,,,,0
1990,Austria,,Males,13 years,Eating fruit,Once a day,Percent,239,units ,0,v656597,1.1.2.1.2,43,,,,0
1990,Austria,,Males,13 years,Eating fruit,At least once a week,Percent,239,units ,0,v656598,1.1.2.1.3,18,,,,0
1990,Austria,,Males,13 years,Eating fruit,Seldom,Percent,239,units ,0,v656599,1.1.2.1.4,4,,,,0
1990,Austria,,Males,13 years,Eating fruit,Never,Percent,239,units ,0,v656600,1.1.2.1.5,2,,,,0
1990,Austria,,Males,13 years,Eating raw vegetables,More than once a day,Percent,239,units ,0,v657276,1.1.2.2.1,12,,,,0
1990,Austria,,Males,13 years,Eating raw vegetables,Once a day,Percent,239,units ,0,v657277,1.1.2.2.2,36,,,,0
1990,Austria,,Males,13 years,Eating raw vegetables,At least once a week,Percent,239,units ,0,v657278,1.1.2.2.3,36,,,,0
1990,Austria,,Males,13 years,Eating raw vegetables,Seldom,Percent,239,units ,0,v657279,1.1.2.2.4,53,,,,0
1990,Austria,,Males,13 years,Eating raw vegetables,Never,Percent,239,units ,0,v657280,1.1.2.2.5,3,,,,0
1990,Austria,,Males,13 years,"Eating candy, chocolate bars",More than once a day,Percent,239,units ,0,v659026,1.1.2.3.1,10,,,,0
1990,Austria,,Males,13 years,"Eating candy, chocolate bars",Once a day,Percent,239,units ,0,v659027,1.1.2.3.2,27,,,,0
1990,Austria,,Males,13 years,"Eating candy, chocolate bars",At least once a week,Percent,239,units ,0,v659028,1.1.2.3.3,34,,,,0
1990,Austria,,Males,13 years,"Eating candy, chocolate bars",Seldom,Percent,239,units ,0,v659029,1.1.2.3.4,26,,,,0
1990,Austria,,Males,13 years,"Eating candy, chocolate bars",Never,Percent,239,units ,0,v659030,1.1.2.3.5,3,,,,0
1990,Austria,,Males,13 years,"Eating potato chips, crisps",More than once a day,Percent,239,units ,0,v659696,1.1.2.4.1,4,,,,0
1990,Austria,,Males,13 years,"Eating potato chips, crisps",Once a day,Percent,239,units ,0,v659697,1.1.2.4.2,5,,,,0
1990,Austria,,Males,13 years,"Eating potato chips, crisps",At least once a week,Percent,239,units ,0,v659698,1.1.2.4.3,28,,,,0
1990,Austria,,Males,13 years,"Eating potato chips, crisps",Seldom,Percent,239,units ,0,v659699,1.1.2.4.4,57,,,,0
1990,Austria,,Males,13 years,"Eating potato chips, crisps",Never,Percent,239,units ,0,v659700,1.1.2.4.5,6,,,,0
1990,Austria,,Males,13 years,Eating french fries,More than once a day,Percent,239,units ,0,v660346,1.1.2.5.1,3,,,,0
1990,Austria,,Males,13 years,Eating french fries,Once a day,Percent,239,units ,0,v660347,1.1.2.5.2,4,,,,0
1990,Austria,,Males,13 years,Eating french fries,At least once a week,Percent,239,units ,0,v660348,1.1.2.5.3,31,,,,0
1990,Austria,,Males,13 years,Eating french fries,Seldom,Percent,239,units ,0,v660349,1.1.2.5.4,58,,,,0
1990,Austria,,Males,13 years,Eating french fries,Never,Percent,239,units ,0,v660350,1.1.2.5.5,4,,,,0
1990,Austria,,Males,13 years,"Eating hamburgers, hot dogs or sausages",More than once a day,Percent,239,units ,0,v661036,1.1.2.6.1,3,,,,0
1990,Austria,,Males,13 years,"Eating hamburgers, hot dogs or sausages",Once a day,Percent,239,units ,0,v661037,1.1.2.6.2,3,,,,0
1990,Austria,,Males,13 years,"Eating hamburgers, hot dogs or sausages",At least once a week,Percent,239,units ,0,v661038,1.1.2.6.3,23,,,,0
1990,Austria,,Males,13 years,"Eating hamburgers, hot dogs or sausages",Seldom,Percent,239,units ,0,v661039,1.1.2.6.4,60,,,,0
1990,Austria,,Males,13 years,"Eating hamburgers, hot dogs or sausages",Never,Percent,239,units ,0,v661040,1.1.2.6.5,12,,,,0
1990,Austria,,Males,13 years,Eating peanuts,More than once a day,Percent,239,units ,0,v663066,1.1.2.7.1,2,,,t,0
1990,Austria,,Males,13 years,Eating peanuts,Once a day,Percent,239,units ,0,v663067,1.1.2.7.2,2,,,t,0
1990,Austria,,Males,13 years,Eating peanuts,At least once a week,Percent,239,units ,0,v663068,1.1.2.7.3,15,,,t,0
1990,Austria,,Males,13 years,Eating peanuts,Seldom,Percent,239,units ,0,v663069,1.1.2.7.4,68,,,t,0
1990,Austria,,Males,13 years,Eating peanuts,Never,Percent,239,units ,0,v663070,1.1.2.7.5,73,,,t,0
1990,Austria,,Males,13 years,Eating whole wheat or rye bread,More than once a day,Percent,239,units ,0,v676804,1.1.2.8.1,10,,,,0
1990,Austria,,Males,13 years,Eating whole wheat or rye bread,Once a day,Percent,239,units ,0,v676805,1.1.2.8.2,22,,,,0
1990,Austria,,Males,13 years,Eating whole wheat or rye bread,At least once a week,Percent,239,units ,0,v676806,1.1.2.8.3,24,,,,0
1990,Austria,,Males,13 years,Eating whole wheat or rye bread,Seldom,Percent,239,units ,0,v676807,1.1.2.8.4,30,,,,0
1990,Austria,,Males,13 years,Eating whole wheat or rye bread,Never,Percent,239,units ,0,v676808,1.1.2.8.5,14,,,,0
1990,Austria,,Males,13 years,"Drinking soft drinks, cola or other drinks with sugar",More than once a day,Percent,239,units ,0,v661726,1.1.2.9.1,15,,,,0
1990,Austria,,Males,13 years,"Drinking soft drinks, cola or other drinks with sugar",Once a day,Percent,239,units ,0,v661727,1.1.2.9.2,18,,,,0
1990,Austria,,Males,13 years,"Drinking soft drinks, cola or other drinks with sugar",At least once a week,Percent,239,units ,0,v661728,1.1.2.9.3,36,,,,0
1990,Austria,,Males,13 years,"Drinking soft drinks, cola or other drinks with sugar",Seldom,Percent,239,units ,0,v661729,1.1.2.9.4,29,,,,0
1990,Austria,,Males,13 years,"Drinking soft drinks, cola or other drinks with sugar",Never,Percent,239,units ,0,v661730,1.1.2.9.5,2,,,,0
1990,Austria,,Males,13 years,Drinking coffee,More than once a day,Percent,239,units ,0,v662416,1.1.2.10.1,3,,,,0
1990,Austria,,Males,13 years,Drinking coffee,Once a day,Percent,239,units ,0,v662417,1.1.2.10.2,22,,,,0
1990,Austria,,Males,13 years,Drinking coffee,At least once a week,Percent,239,units ,0,v662418,1.1.2.10.3,10,,,,0
1990,Austria,,Males,13 years,Drinking coffee,Seldom,Percent,239,units ,0,v662419,1.1.2.10.4,24,,,,0
1990,Austria,,Males,13 years,Drinking coffee,Never,Percent,239,units ,0,v662420,1.1.2.10.5,40,,,,0
1990,Austria,,Males,15 years,Eating fruit,More than once a day,Percent,239,units ,0,v656826,1.1.3.1.1,20,,,,0
1990,Austria,,Males,15 years,Eating fruit,Once a day,Percent,239,units ,0,v656827,1.1.3.1.2,44,,,,0
1990,Austria,,Males,15 years,Eating fruit,At least once a week,Percent,239,units ,0,v656828,1.1.3.1.3,27,,,,0
1990,Austria,,Males,15 years,Eating fruit,Seldom,Percent,239,units ,0,v656829,1.1.3.1.4,7,,,,0
1990,Austria,,Males,15 years,Eating fruit,Never,Percent,239,units ,0,v656830,1.1.3.1.5,2,,,,0
1990,Austria,,Males,15 years,Eating raw vegetables,More than once a day,Percent,239,units ,0,v657496,1.1.3.2.1,6,,,,0
1990,Austria,,Males,15 years,Eating raw vegetables,Once a day,Percent,239,units ,0,v657497,1.1.3.2.2,33,,,,0
1990,Austria,,Males,15 years,Eating raw vegetables,At least once a week,Percent,239,units ,0,v657498,1.1.3.2.3,42,,,,0
1990,Austria,,Males,15 years,Eating raw vegetables,Seldom,Percent,239,units ,0,v657499,1.1.3.2.4,16,,,,0
1990,Austria,,Males,15 years,Eating raw vegetables,Never,Percent,239,units ,0,v657500,1.1.3.2.5,3,,,,0
1990,Austria,,Males,15 years,"Eating candy, chocolate bars",More than once a day,Percent,239,units ,0,v659256,1.1.3.3.1,9,,,,0
1990,Austria,,Males,15 years,"Eating candy, chocolate bars",Once a day,Percent,239,units ,0,v659257,1.1.3.3.2,29,,,,0
1990,Austria,,Males,15 years,"Eating candy, chocolate bars",At least once a week,Percent,239,units ,0,v659258,1.1.3.3.3,37,,,,0
1990,Austria,,Males,15 years,"Eating candy, chocolate bars",Seldom,Percent,239,units ,0,v659259,1.1.3.3.4,24,,,,0
1990,Austria,,Males,15 years,"Eating candy, chocolate bars",Never,Percent,239,units ,0,v659260,1.1.3.3.5,2,,,,0
1990,Austria,,Males,15 years,"Eating potato chips, crisps",More than once a day,Percent,239,units ,0,v659906,1.1.3.4.1,2,,,,0
1990,Austria,,Males,15 years,"Eating potato chips, crisps",Once a day,Percent,239,units ,0,v659907,1.1.3.4.2,5,,,,0
1990,Austria,,Males,15 years,"Eating potato chips, crisps",At least once a week,Percent,239,units ,0,v659908,1.1.3.4.3,36,,,,0
1990,Austria,,Males,15 years,"Eating potato chips, crisps",Seldom,Percent,239,units ,0,v659909,1.1.3.4.4,51,,,,0
1990,Austria,,Males,15 years,"Eating potato chips, crisps",Never,Percent,239,units ,0,v659910,1.1.3.4.5,7,,,,0
1990,Austria,,Males,15 years,Eating french fries,More than once a day,Percent,239,units ,0,v660576,1.1.3.5.1,1,,,,0
1990,Austria,,Males,15 years,Eating french fries,Once a day,Percent,239,units ,0,v660577,1.1.3.5.2,3,,,,0
1990,Austria,,Males,15 years,Eating french fries,At least once a week,Percent,239,units ,0,v660578,1.1.3.5.3,35,,,,0
1990,Austria,,Males,15 years,Eating french fries,Seldom,Percent,239,units ,0,v660579,1.1.3.5.4,59,,,,0
1990,Austria,,Males,15 years,Eating french fries,Never,Percent,239,units ,0,v660580,1.1.3.5.5,3,,,,0
1990,Austria,,Males,15 years,"Eating hamburgers, hot dogs or sausages",More than once a day,Percent,239,units ,0,v661266,1.1.3.6.1,1,,,,0
1990,Austria,,Males,15 years,"Eating hamburgers, hot dogs or sausages",Once a day,Percent,239,units ,0,v661267,1.1.3.6.2,4,,,,0
1990,Austria,,Males,15 years,"Eating hamburgers, hot dogs or sausages",At least once a week,Percent,239,units ,0,v661268,1.1.3.6.3,29,,,,0
1990,Austria,,Males,15 years,"Eating hamburgers, hot dogs or sausages",Seldom,Percent,239,units ,0,v661269,1.1.3.6.4,57,,,,0
1990,Austria,,Males,15 years,"Eating hamburgers, hot dogs or sausages",Never,Percent,239,units ,0,v661270,1.1.3.6.5,10,,,,0
1990,Austria,,Males,15 years,Eating peanuts,More than once a day,Percent,239,units ,0,v663256,1.1.3.7.1,2,,,t,0
1990,Austria,,Males,15 years,Eating peanuts,Once a day,Percent,239,units ,0,v663257,1.1.3.7.2,3,,,t,0
1990,Austria,,Males,15 years,Eating peanuts,At least once a week,Percent,239,units ,0,v663258,1.1.3.7.3,12,,,t,0
1990,Austria,,Males,15 years,Eating peanuts,Seldom,Percent,239,units ,0,v663259,1.1.3.7.4,72,,,t,0
1990,Austria,,Males,15 years,Eating peanuts,Never,Percent,239,units ,0,v663260,1.1.3.7.5,11,,,t,0
1990,Austria,,Males,15 years,Eating whole wheat or rye bread,More than once a day,Percent,239,units ,0,v677034,1.1.3.8.1,5,,,,0
1990,Austria,,Males,15 years,Eating whole wheat or rye bread,Once a day,Percent,239,units ,0,v677035,1.1.3.8.2,15,,,,0
1990,Austria,,Males,15 years,Eating whole wheat or rye bread,At least once a week,Percent,239,units ,0,v677036,1.1.3.8.3,25,,,,0
1990,Austria,,Males,15 years,Eating whole wheat or rye bread,Seldom,Percent,239,units ,0,v677037,1.1.3.8.4,38,,,,0
1990,Austria,,Males,15 years,Eating whole wheat or rye bread,Never,Percent,239,units ,0,v677038,1.1.3.8.5,17,,,,0
1990,Austria,,Males,15 years,"Drinking soft drinks, cola or other drinks with sugar",More than once a day,Percent,239,units ,0,v661956,1.1.3.9.1,18,,,,0
1990,Austria,,Males,15 years,"Drinking soft drinks, cola or other drinks with sugar",Once a day,Percent,239,units ,0,v661957,1.1.3.9.2,27,,,,0
1990,Austria,,Males,15 years,"Drinking soft drinks, cola or other drinks with sugar",At least once a week,Percent,239,units ,0,v661958,1.1.3.9.3,35,,,,0
1990,Austria,,Males,15 years,"Drinking soft drinks, cola or other drinks with sugar",Seldom,Percent,239,units ,0,v661959,1.1.3.9.4,17,,,,0
1990,Austria,,Males,15 years,"Drinking soft drinks, cola or other drinks with sugar",Never,Percent,239,units ,0,v661960,1.1.3.9.5,2,,,,0
1990,Austria,,Males,15 years,Drinking coffee,More than once a day,Percent,239,units ,0,v662646,1.1.3.10.1,6,,,,0
1990,Austria,,Males,15 years,Drinking coffee,Once a day,Percent,239,units ,0,v662647,1.1.3.10.2,29,,,,0
1990,Austria,,Males,15 years,Drinking coffee,At least once a week,Percent,239,units ,0,v662648,1.1.3.10.3,14,,,,0
1990,Austria,,Males,15 years,Drinking coffee,Seldom,Percent,239,units ,0,v662649,1.1.3.10.4,21,,,,0
1990,Austria,,Males,15 years,Drinking coffee,Never,Percent,239,units ,0,v662650,1.1.3.10.5,30,,,,0
1990,Austria,,Females,11 years,Eating fruit,More than once a day,Percent,239,units ,0,v656371,1.2.1.1.1,43,,,,0
1990,Austria,,Females,11 years,Eating fruit,Once a day,Percent,239,units ,0,v656372,1.2.1.1.2,41,,,,0
1990,Austria,,Females,11 years,Eating fruit,At least once a week,Percent,239,units ,0,v656373,1.2.1.1.3,10,,,,0
1990,Austria,,Females,11 years,Eating fruit,Seldom,Percent,239,units ,0,v656374,1.2.1.1.4,2,,,,0
1990,Austria,,Females,11 years,Eating fruit,Never,Percent,239,units ,0,v656375,1.2.1.1.5,4,,,,0
1990,Austria,,Females,11 years,Eating raw vegetables,More than once a day,Percent,239,units ,0,v657061,1.2.1.2.1,16,,,,0
1990,Austria,,Females,11 years,Eating raw vegetables,Once a day,Percent,239,units ,0,v657062,1.2.1.2.2,37,,,,0
1990,Austria,,Females,11 years,Eating raw vegetables,At least once a week,Percent,239,units ,0,v657063,1.2.1.2.3,26,,,,0
1990,Austria,,Females,11 years,Eating raw vegetables,Seldom,Percent,239,units ,0,v657064,1.2.1.2.4,15,,,,0
1990,Austria,,Females,11 years,Eating raw vegetables,Never,Percent,239,units ,0,v657065,1.2.1.2.5,6,,,,0
1990,Austria,,Females,11 years,"Eating candy, chocolate bars",More than once a day,Percent,239,units ,0,v658801,1.2.1.3.1,7,,,,0
1990,Austria,,Females,11 years,"Eating candy, chocolate bars",Once a day,Percent,239,units ,0,v658802,1.2.1.3.2,18,,,,0
1990,Austria,,Females,11 years,"Eating candy, chocolate bars",At least once a week,Percent,239,units ,0,v658803,1.2.1.3.3,30,,,,0
1990,Austria,,Females,11 years,"Eating candy, chocolate bars",Seldom,Percent,239,units ,0,v658804,1.2.1.3.4,41,,,,0
1990,Austria,,Females,11 years,"Eating candy, chocolate bars",Never,Percent,239,units ,0,v658805,1.2.1.3.5,4,,,,0
1990,Austria,,Females,11 years,"Eating potato chips, crisps",More than once a day,Percent,239,units ,0,v659491,1.2.1.4.1,5,,,,0
1990,Austria,,Females,11 years,"Eating potato chips, crisps",Once a day,Percent,239,units ,0,v659492,1.2.1.4.2,4,,,,0
1990,Austria,,Females,11 years,"Eating potato chips, crisps",At least once a week,Percent,239,units ,0,v659493,1.2.1.4.3,21,,,,0
1990,Austria,,Females,11 years,"Eating potato chips, crisps",Seldom,Percent,239,units ,0,v659494,1.2.1.4.4,58,,,,0
1990,Austria,,Females,11 years,"Eating potato chips, crisps",Never,Percent,239,units ,0,v659495,1.2.1.4.5,11,,,,0
1990,Austria,,Females,11 years,Eating french fries,More than once a day,Percent,239,units ,0,v660121,1.2.1.5.1,3,,,,0
1990,Austria,,Females,11 years,Eating french fries,Once a day,Percent,239,units ,0,v660122,1.2.1.5.2,3,,,,0
1990,Austria,,Females,11 years,Eating french fries,At least once a week,Percent,239,units ,0,v660123,1.2.1.5.3,22,,,,0
1990,Austria,,Females,11 years,Eating french fries,Seldom,Percent,239,units ,0,v660124,1.2.1.5.4,66,,,,0
1990,Austria,,Females,11 years,Eating french fries,Never,Percent,239,units ,0,v660125,1.2.1.5.5,6,,,,0
1990,Austria,,Females,11 years,"Eating hamburgers, hot dogs or sausages",More than once a day,Percent,239,units ,0,v660811,1.2.1.6.1,2,,,,0
1990,Austria,,Females,11 years,"Eating hamburgers, hot dogs or sausages",Once a day,Percent,239,units ,0,v660812,1.2.1.6.2,2,,,,0
1990,Austria,,Females,11 years,"Eating hamburgers, hot dogs or sausages",At least once a week,Percent,239,units ,0,v660813,1.2.1.6.3,14,,,,0
1990,Austria,,Females,11 years,"Eating hamburgers, hot dogs or sausages",Seldom,Percent,239,units ,0,v660814,1.2.1.6.4,63,,,,0
1990,Austria,,Females,11 years,"Eating hamburgers, hot dogs or sausages",Never,Percent,239,units ,0,v660815,1.2.1.6.5,19,,,,0
1990,Austria,,Females,11 years,Eating peanuts,More than once a day,Percent,239,units ,0,v662881,1.2.1.7.1,3,,,t,0
1990,Austria,,Females,11 years,Eating peanuts,Once a day,Percent,239,units ,0,v662882,1.2.1.7.2,4,,,t,0
1990,Austria,,Females,11 years,Eating peanuts,At least once a week,Percent,239,units ,0,v662883,1.2.1.7.3,9,,,t,0
1990,Austria,,Females,11 years,Eating peanuts,Seldom,Percent,239,units ,0,v662884,1.2.1.7.4,67,,,t,0
1990,Austria,,Females,11 years,Eating peanuts,Never,Percent,239,units ,0,v662885,1.2.1.7.5,18,,,t,0
1990,Austria,,Females,11 years,Eating whole wheat or rye bread,More than once a day,Percent,239,units ,0,v676579,1.2.1.8.1,11,,,,0
1990,Austria,,Females,11 years,Eating whole wheat or rye bread,Once a day,Percent,239,units ,0,v676580,1.2.1.8.2,24,,,,0
1990,Austria,,Females,11 years,Eating whole wheat or rye bread,At least once a week,Percent,239,units ,0,v676581,1.2.1.8.3,23,,,,0
1990,Austria,,Females,11 years,Eating whole wheat or rye bread,Seldom,Percent,239,units ,0,v676582,1.2.1.8.4,28,,,,0
1990,Austria,,Females,11 years,Eating whole wheat or rye bread,Never,Percent,239,units ,0,v676583,1.2.1.8.5,14,,,,0
1990,Austria,,Females,11 years,"Drinking soft drinks, cola or other drinks with sugar",More than once a day,Percent,239,units ,0,v661501,1.2.1.9.1,12,,,,0
1990,Austria,,Females,11 years,"Drinking soft drinks, cola or other drinks with sugar",Once a day,Percent,239,units ,0,v661502,1.2.1.9.2,13,,,,0
1990,Austria,,Females,11 years,"Drinking soft drinks, cola or other drinks with sugar",At least once a week,Percent,239,units ,0,v661503,1.2.1.9.3,20,,,,0
1990,Austria,,Females,11 years,"Drinking soft drinks, cola or other drinks with sugar",Seldom,Percent,239,units ,0,v661504,1.2.1.9.4,50,,,,0
1990,Austria,,Females,11 years,"Drinking soft drinks, cola or other drinks with sugar",Never,Percent,239,units ,0,v661505,1.2.1.9.5,5,,,,0
1990,Austria,,Females,11 years,Drinking coffee,More than once a day,Percent,239,units ,0,v662191,1.2.1.10.1,1,,,,0
1990,Austria,,Females,11 years,Drinking coffee,Once a day,Percent,239,units ,0,v662192,1.2.1.10.2,9,,,,0
1990,Austria,,Females,11 years,Drinking coffee,At least once a week,Percent,239,units ,0,v662193,1.2.1.10.3,9,,,,0
1990,Austria,,Females,11 years,Drinking coffee,Seldom,Percent,239,units ,0,v662194,1.2.1.10.4,25,,,,0
1990,Austria,,Females,11 years,Drinking coffee,Never,Percent,239,units ,0,v662195,1.2.1.10.5,56,,,,0
1990,Austria,,Females,13 years,Eating fruit,More than once a day,Percent,239,units ,0,v656601,1.2.2.1.1,44,,,,0
1990,Austria,,Females,13 years,Eating fruit,Once a day,Percent,239,units ,0,v656602,1.2.2.1.2,40,,,,0
1990,Austria,,Females,13 years,Eating fruit,At least once a week,Percent,239,units ,0,v656603,1.2.2.1.3,11,,,,0
1990,Austria,,Females,13 years,Eating fruit,Seldom,Percent,239,units ,0,v656604,1.2.2.1.4,3,,,,0
1990,Austria,,Females,13 years,Eating fruit,Never,Percent,239,units ,0,v656605,1.2.2.1.5,2,,,,0
1990,Austria,,Females,13 years,Eating raw vegetables,More than once a day,Percent,239,units ,0,v657281,1.2.2.2.1,14,,,,0
1990,Austria,,Females,13 years,Eating raw vegetables,Once a day,Percent,239,units ,0,v657282,1.2.2.2.2,36,,,,0
1990,Austria,,Females,13 years,Eating raw vegetables,At least once a week,Percent,239,units ,0,v657283,1.2.2.2.3,54,,,,0
1990,Austria,,Females,13 years,Eating raw vegetables,Seldom,Percent,239,units ,0,v657284,1.2.2.2.4,11,,,,0
1990,Austria,,Females,13 years,Eating raw vegetables,Never,Percent,239,units ,0,v657285,1.2.2.2.5,4,,,,0
1990,Austria,,Females,13 years,"Eating candy, chocolate bars",More than once a day,Percent,239,units ,0,v659031,1.2.2.3.1,7,,,,0
1990,Austria,,Females,13 years,"Eating candy, chocolate bars",Once a day,Percent,239,units ,0,v659032,1.2.2.3.2,27,,,,0
1990,Austria,,Females,13 years,"Eating candy, chocolate bars",At least once a week,Percent,239,units ,0,v659033,1.2.2.3.3,34,,,,0
1990,Austria,,Females,13 years,"Eating candy, chocolate bars",Seldom,Percent,239,units ,0,v659034,1.2.2.3.4,29,,,,0
